"trainer/global_step","finetune-200-epochs-from-new-weights - _step","finetune-200-epochs-from-new-weights - _step__MIN","finetune-200-epochs-from-new-weights - _step__MAX","finetune-200-epochs-from-new-weights - train_loss_mean","finetune-200-epochs-from-new-weights - train_loss_mean__MIN","finetune-200-epochs-from-new-weights - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1399-epochs - _step","finetune-200-epochs-from-synthetic-1399-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1399-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1399-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-1199-epochs - _step","finetune-200-epochs-from-synthetic-1199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-1199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-1199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-999-epochs - _step","finetune-200-epochs-from-synthetic-999-epochs - _step__MIN","finetune-200-epochs-from-synthetic-999-epochs - _step__MAX","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-999-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-799-epochs - _step","finetune-200-epochs-from-synthetic-799-epochs - _step__MIN","finetune-200-epochs-from-synthetic-799-epochs - _step__MAX","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-799-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-199-epochs - _step","finetune-200-epochs-from-synthetic-199-epochs - _step__MIN","finetune-200-epochs-from-synthetic-199-epochs - _step__MAX","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-199-epochs - train_loss_mean__MAX","finetune-200-epochs-from-synthetic-599-epochs - _step","finetune-200-epochs-from-synthetic-599-epochs - _step__MIN","finetune-200-epochs-from-synthetic-599-epochs - _step__MAX","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MIN","finetune-200-epochs-from-synthetic-599-epochs - train_loss_mean__MAX"
"6340","644","644","644","72.0467529296875","72.0467529296875","72.0467529296875","639","639","639","43.751163482666016","43.751163482666016","43.751163482666016","639","639","639","47.01401901245117","47.01401901245117","47.01401901245117","","","","","","","639","639","639","45.90895080566406","45.90895080566406","45.90895080566406","984","984","984","55.34130859375","55.34130859375","55.34130859375","984","984","984","49.06655502319336","49.06655502319336","49.06655502319336"
"6357","647","647","647","65.52080535888672","65.52080535888672","65.52080535888672","642","642","642","46.40800094604492","46.40800094604492","46.40800094604492","642","642","642","44.9378547668457","44.9378547668457","44.9378547668457","","","","","","","642","642","642","48.412567138671875","48.412567138671875","48.412567138671875","987","987","987","55.84916305541992","55.84916305541992","55.84916305541992","987","987","987","47.79634094238281","47.79634094238281","47.79634094238281"
"6374","648","648","648","63.96392822265625","63.96392822265625","63.96392822265625","643","643","643","44.30748748779297","44.30748748779297","44.30748748779297","643","643","643","45.19788360595703","45.19788360595703","45.19788360595703","","","","","","","643","643","643","45.73724365234375","45.73724365234375","45.73724365234375","988","988","988","54.83171844482422","54.83171844482422","54.83171844482422","988","988","988","47.60657501220703","47.60657501220703","47.60657501220703"
"6391","649","649","649","70.43963623046875","70.43963623046875","70.43963623046875","644","644","644","44.05055236816406","44.05055236816406","44.05055236816406","644","644","644","45.269527435302734","45.269527435302734","45.269527435302734","","","","","","","644","644","644","47.80425262451172","47.80425262451172","47.80425262451172","989","989","989","56.5339241027832","56.5339241027832","56.5339241027832","989","989","989","48.774635314941406","48.774635314941406","48.774635314941406"
"6408","652","652","652","66.09718322753906","66.09718322753906","66.09718322753906","647","647","647","47.598941802978516","47.598941802978516","47.598941802978516","647","647","647","46.71919250488281","46.71919250488281","46.71919250488281","","","","","","","647","647","647","51.01332473754883","51.01332473754883","51.01332473754883","992","992","992","51.68777084350586","51.68777084350586","51.68777084350586","992","992","992","47.8502311706543","47.8502311706543","47.8502311706543"
"6425","653","653","653","68.90758514404297","68.90758514404297","68.90758514404297","648","648","648","43.388484954833984","43.388484954833984","43.388484954833984","648","648","648","43.65549087524414","43.65549087524414","43.65549087524414","","","","","","","648","648","648","50.25727462768555","50.25727462768555","50.25727462768555","993","993","993","52.47576141357422","52.47576141357422","52.47576141357422","993","993","993","48.82291793823242","48.82291793823242","48.82291793823242"
"6442","654","654","654","67.21952056884766","67.21952056884766","67.21952056884766","649","649","649","43.22051239013672","43.22051239013672","43.22051239013672","649","649","649","45.26932144165039","45.26932144165039","45.26932144165039","","","","","","","649","649","649","48.288185119628906","48.288185119628906","48.288185119628906","994","994","994","55.061702728271484","55.061702728271484","55.061702728271484","994","994","994","51.521968841552734","51.521968841552734","51.521968841552734"
"6459","657","657","657","65.35295104980469","65.35295104980469","65.35295104980469","652","652","652","41.528568267822266","41.528568267822266","41.528568267822266","652","652","652","44.63104248046875","44.63104248046875","44.63104248046875","","","","","","","652","652","652","46.547298431396484","46.547298431396484","46.547298431396484","997","997","997","55.85050582885742","55.85050582885742","55.85050582885742","997","997","997","53.706382751464844","53.706382751464844","53.706382751464844"
"6476","658","658","658","70.17974853515625","70.17974853515625","70.17974853515625","653","653","653","45.28251647949219","45.28251647949219","45.28251647949219","653","653","653","48.95457458496094","48.95457458496094","48.95457458496094","","","","","","","653","653","653","48.22698211669922","48.22698211669922","48.22698211669922","998","998","998","55.24980545043945","55.24980545043945","55.24980545043945","998","998","998","50.46514129638672","50.46514129638672","50.46514129638672"
"6493","659","659","659","65.04853057861328","65.04853057861328","65.04853057861328","654","654","654","44.74744415283203","44.74744415283203","44.74744415283203","654","654","654","49.10709762573242","49.10709762573242","49.10709762573242","","","","","","","654","654","654","43.21723175048828","43.21723175048828","43.21723175048828","999","999","999","52.25710678100586","52.25710678100586","52.25710678100586","999","999","999","53.24849319458008","53.24849319458008","53.24849319458008"
"6510","662","662","662","72.68011474609375","72.68011474609375","72.68011474609375","657","657","657","40.52756881713867","40.52756881713867","40.52756881713867","657","657","657","46.36207580566406","46.36207580566406","46.36207580566406","","","","","","","657","657","657","50.864418029785156","50.864418029785156","50.864418029785156","1002","1002","1002","54.938533782958984","54.938533782958984","54.938533782958984","1002","1002","1002","50.270263671875","50.270263671875","50.270263671875"
"6527","663","663","663","73.75370788574219","73.75370788574219","73.75370788574219","658","658","658","44.8930778503418","44.8930778503418","44.8930778503418","658","658","658","45.71318054199219","45.71318054199219","45.71318054199219","","","","","","","658","658","658","45.956363677978516","45.956363677978516","45.956363677978516","1003","1003","1003","55.83830642700195","55.83830642700195","55.83830642700195","1003","1003","1003","51.43714141845703","51.43714141845703","51.43714141845703"
"6544","664","664","664","71.59291076660156","71.59291076660156","71.59291076660156","659","659","659","41.97321319580078","41.97321319580078","41.97321319580078","659","659","659","48.770198822021484","48.770198822021484","48.770198822021484","","","","","","","659","659","659","49.984718322753906","49.984718322753906","49.984718322753906","1004","1004","1004","56.263675689697266","56.263675689697266","56.263675689697266","1004","1004","1004","48.45390701293945","48.45390701293945","48.45390701293945"
"6561","667","667","667","74.0355224609375","74.0355224609375","74.0355224609375","662","662","662","44.429229736328125","44.429229736328125","44.429229736328125","662","662","662","44.738990783691406","44.738990783691406","44.738990783691406","","","","","","","662","662","662","48.51496505737305","48.51496505737305","48.51496505737305","1007","1007","1007","51.617855072021484","51.617855072021484","51.617855072021484","1007","1007","1007","47.48677062988281","47.48677062988281","47.48677062988281"
"6578","668","668","668","74.73683166503906","74.73683166503906","74.73683166503906","663","663","663","46.57383728027344","46.57383728027344","46.57383728027344","663","663","663","44.82325744628906","44.82325744628906","44.82325744628906","","","","","","","663","663","663","50.2186279296875","50.2186279296875","50.2186279296875","1008","1008","1008","54.37333297729492","54.37333297729492","54.37333297729492","1008","1008","1008","51.80653381347656","51.80653381347656","51.80653381347656"
"6595","669","669","669","71.26687622070312","71.26687622070312","71.26687622070312","664","664","664","44.44509506225586","44.44509506225586","44.44509506225586","664","664","664","46.60334014892578","46.60334014892578","46.60334014892578","","","","","","","664","664","664","49.25458908081055","49.25458908081055","49.25458908081055","1009","1009","1009","53.13017654418945","53.13017654418945","53.13017654418945","1009","1009","1009","48.831085205078125","48.831085205078125","48.831085205078125"
"6612","672","672","672","70.2791976928711","70.2791976928711","70.2791976928711","667","667","667","44.31839370727539","44.31839370727539","44.31839370727539","667","667","667","45.385650634765625","45.385650634765625","45.385650634765625","","","","","","","667","667","667","45.70878601074219","45.70878601074219","45.70878601074219","1012","1012","1012","55.76003646850586","55.76003646850586","55.76003646850586","1012","1012","1012","46.532615661621094","46.532615661621094","46.532615661621094"
"6629","673","673","673","66.70841979980469","66.70841979980469","66.70841979980469","668","668","668","44.690311431884766","44.690311431884766","44.690311431884766","668","668","668","46.15869140625","46.15869140625","46.15869140625","","","","","","","668","668","668","44.54777908325195","44.54777908325195","44.54777908325195","1013","1013","1013","54.730934143066406","54.730934143066406","54.730934143066406","1013","1013","1013","49.99687957763672","49.99687957763672","49.99687957763672"
"6646","674","674","674","68.56489562988281","68.56489562988281","68.56489562988281","669","669","669","42.53666687011719","42.53666687011719","42.53666687011719","669","669","669","45.18903732299805","45.18903732299805","45.18903732299805","","","","","","","669","669","669","48.48478698730469","48.48478698730469","48.48478698730469","1014","1014","1014","57.123600006103516","57.123600006103516","57.123600006103516","1014","1014","1014","54.505088806152344","54.505088806152344","54.505088806152344"
"6663","677","677","677","68.67350769042969","68.67350769042969","68.67350769042969","672","672","672","43.35734176635742","43.35734176635742","43.35734176635742","672","672","672","43.394004821777344","43.394004821777344","43.394004821777344","","","","","","","672","672","672","49.00936508178711","49.00936508178711","49.00936508178711","1017","1017","1017","54.96670150756836","54.96670150756836","54.96670150756836","1017","1017","1017","53.48674774169922","53.48674774169922","53.48674774169922"
"6680","678","678","678","69.2311019897461","69.2311019897461","69.2311019897461","673","673","673","42.690948486328125","42.690948486328125","42.690948486328125","673","673","673","46.49246597290039","46.49246597290039","46.49246597290039","","","","","","","673","673","673","45.253055572509766","45.253055572509766","45.253055572509766","1018","1018","1018","54.28028106689453","54.28028106689453","54.28028106689453","1018","1018","1018","49.477474212646484","49.477474212646484","49.477474212646484"
"6697","679","679","679","72.44928741455078","72.44928741455078","72.44928741455078","674","674","674","44.029754638671875","44.029754638671875","44.029754638671875","674","674","674","43.660804748535156","43.660804748535156","43.660804748535156","","","","","","","674","674","674","46.7958984375","46.7958984375","46.7958984375","1019","1019","1019","51.97386932373047","51.97386932373047","51.97386932373047","1019","1019","1019","50.0250129699707","50.0250129699707","50.0250129699707"
"6714","682","682","682","70.690673828125","70.690673828125","70.690673828125","677","677","677","45.31803894042969","45.31803894042969","45.31803894042969","677","677","677","44.70238494873047","44.70238494873047","44.70238494873047","","","","","","","677","677","677","47.18606948852539","47.18606948852539","47.18606948852539","1022","1022","1022","54.822731018066406","54.822731018066406","54.822731018066406","1022","1022","1022","47.21065139770508","47.21065139770508","47.21065139770508"
"6731","683","683","683","72.79593658447266","72.79593658447266","72.79593658447266","678","678","678","43.95540237426758","43.95540237426758","43.95540237426758","678","678","678","46.69731140136719","46.69731140136719","46.69731140136719","","","","","","","678","678","678","47.41207504272461","47.41207504272461","47.41207504272461","1023","1023","1023","56.774803161621094","56.774803161621094","56.774803161621094","1023","1023","1023","51.29220962524414","51.29220962524414","51.29220962524414"
"6748","684","684","684","70.67088317871094","70.67088317871094","70.67088317871094","679","679","679","44.30922317504883","44.30922317504883","44.30922317504883","679","679","679","43.229373931884766","43.229373931884766","43.229373931884766","","","","","","","679","679","679","48.27250671386719","48.27250671386719","48.27250671386719","1024","1024","1024","53.342166900634766","53.342166900634766","53.342166900634766","1024","1024","1024","49.71211242675781","49.71211242675781","49.71211242675781"
